"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean","Phylo_nitfix","NGS_acacia","flora_AUS_traits"
"Acacia_tetragonophylla","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_salicina","Shrub or tree","clonal due to suckering habit","racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",800,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_ampliceps","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate or sinuate-toothed",NA,NA,NA,NA,NA,NA,NA,"",550,10,NA,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_bivenosa","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,3,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sclerosperma","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,1.65,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sclerosperma_sclerosperma",NA,NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sclerosperma_glaucescens",NA,NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_tysonii","shrub or tree",NA,NA,NA,"5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ligulata","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",250,1.15,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_cupularis","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",175,0.4,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_rostellifera","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,2,0.6,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_xanthina","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,4.5,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_telmica","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",200,1.75,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_startii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",150,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_didyma","shrub or tree",NA,"racemes","globular","5 merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",275,3,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_microcalyx","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,0.85,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_wilcoxii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",300,2,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_maxwellii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40,0.175,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_crassiuscula","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,3.5,0.575,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_saligna","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,1.65,0.85,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_scirpifolia","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",300,2.5,0.55,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_blakelyi","shrub or tree",NA,"racemes","globular","S-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",200,4,0.75,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_spathulifolia","shrub",NA,"1-headed raceme","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",175,0.125,0.55,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_castanostegia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pachypoda","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"cupular",NA,NA,NA,NA,NA,NA,NA,"",70,0.1,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ashbyae","shrub",NA,"racemes","obloid to shortly cylindrical","5 merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_nigripilosa","Shrub",NA,"racemes",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,0.2,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_nigripilosa_nigripilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_nigripilosa_latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_inaequiloba","shrub",NA,"headed rudimentary racemes","globular to shortly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",315,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_wiseana","shrub",NA,NA,NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_scleroclada","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,1.05,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_restiacea","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,3.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_flagelliformis","subshrub",NA,NA,NA,"5-merous",NA,NA,NA,NA,"cupular",NA,NA,NA,NA,NA,NA,NA,"",60,NA,NA,0.75,0.75,NA,0.33,NA,NA,NA,NA,NA,0,0,1
"Acacia_squamata","subshrub","thizomatous","racemes","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",37.5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_insolita","Shrub or subshrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_insolita_insolita","Shrub",NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_insolita_recurva","Shrub",NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_adjutrices","Subshrub",NA,"flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_anomala","subshrub",NA,"spikes",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",32.5,2,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aphylla","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",230,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_extensa","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_alata","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_alata_alata","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_alata_biglandulosa","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_alata_platyptera","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_alata_tetrantha","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_willdenowiana","shrub",NA,"racemose",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,6.5,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_applanata","subshrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,0.525,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pterocaulon","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",130,5.5,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_clydonophora","shrub",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,1.75,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_myrtifolia","shrub",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,3.5,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_celastrifolia","shrub",NA,NA,NA,"4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_heterochroa","shrub",NA,"simple or short-racemose","globular","4-merous",NA,NA,NA,NA,"truncate to sinuously lobed",NA,NA,NA,NA,NA,NA,NA,"",100,1.5,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_heterochroa_heterochroa","mallee scrub",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1.1,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_heterochroa_robertii",NA,NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_durabilis","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",135,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_disticha","shrub",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.4,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pygmaea","Dwarf subshrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,"truncate to sinuolately lobed",NA,NA,NA,NA,NA,NA,NA,"",40,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_obovata","Shrub","woody rootstock","racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,0.1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_nervosa","subshrub","woody root-stock","racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.06,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_scalpelliformis",NA,NA,NA,NA,"4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_urophylla","Shrub",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,0.15,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_hispidula","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_purpureapetala","Sprawling prostrate shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_dictyophleba","Shrub",NA,"simple","globular or obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,1.1,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_melleodora","Shrub",NA,"heads","globular or obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.55,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_jensenii","shrub or tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sabulosa","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_hockingsii","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_gnidium","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ixodes","Bushy shrub or small tree",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_eremophiloides","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_calantha","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_islana","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_resinocostata","shrub",NA,"simple heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_johnsonii","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_burbidgeae","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pilligaensis","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_handonis","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_rossei","shrub",NA,"terminal false racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,2.5,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_glutinosissima","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,2.75,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_sedifolia","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sedifolia_sedifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sedifolia_pulvinata","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_phasmoides","shrub",NA,"heads","obloid","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_genistifolia","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",180,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_aculeatissima","shrub",NA,"simple","globular, sometimes obloid","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_aculeatissima","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_neobrachycarpa","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brownii","shrub",NA,"flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_ulicifolia","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_asparagoides","shrub",NA,"1-headed rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.15,0.05,0.425,0.225,0.225,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_echinula","shrub",NA,"simple heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.75,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_gunnii","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_saxicola","shrub",NA,"1-headed rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,1.3,1.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_siculiformis","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_rupicola","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acuaria","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.05,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_retrorsa","shrub",NA,"1-headed rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.05,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pravifolia","shrub",NA,"1-headed rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,0.05,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_amblygona","shrub",NA,"1-headed rudimentary racemes","globular to shortly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.05,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_lanceolata","shrub",NA,"1-headed rudimentary racemes","globular to shortly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_flabellifolia","shrub",NA,"1-headed rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,0.05,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_scalena","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",130,0.05,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_sphenophylla","shrub",NA,"racemes","globular or obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",80,0.05,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_continua","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_spinescens","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_basedowii",NA,NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_oxyclada","shrub",NA,"racemes",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",55,0.1,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acanthoclada","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,0.05,0.45,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_acanthoclada_acanthoclada","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acanthoclada_glaucescens","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pulviniformis","shrub",NA,"1-headed racemes","globular","4- or 5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20,0.05,0.225,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_ferocior","shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,0.05,0.275,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acanthaster","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.325,0.85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ericksoniae","shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40,0.05,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_bidentata","shrub",NA,"racemes",NA,"S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,0.2,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_orbifolia","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,0.4,0.65,1.8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
